pl_name,pl_orbper_yr,pl_orbsmax,pl_orbsmax_n,st_mass
Jovian,0.023545937303216975,0.0948,0.08767994047940965,1.54
Jovian,0.008889060369609857,0.0446,0.046094634006878875,1.12
Terrestrial,0.008170160164271047,0.0217,0.0248167053459792,0.18
Terrestrial,0.013336698151950717,0.0301,0.03865983766901998,0.18
Terrestrial,0.022321013004791238,0.0439,0.04949860774810028,0.18
Terrestrial,0.004285856262833676,0.0182,0.018958038604467008,0.22
Terrestrial,0.008312605065023957,0.0283,0.03460101386729503,0.22
Terrestrial,0.014096977412731006,0.0403,0.02973522177840065,0.22
Jovian,0.021339634004106774,0.0769,0.09296920170267235,1.0
Jovian,0.0067220780287474335,0.03,0.020852181907970814,0.59
Jovian,0.6584613278576317,0.7903,1.0111883604364564,0.94
Terrestrial,0.02893908281998631,0.0954,0.0953613569525366,0.85
Jovian,0.1354258726899384,0.2877,0.41235043298864943,0.96
Jovian,0.8301902806297056,0.9638,1.184743955010031,0.96
Terrestrial,0.013081451060917178,0.0528,0.07648584872431917,0.88
Terrestrial,0.02648583162217659,0.0845,0.10858899885629529,0.88
Terrestrial,0.11744312114989731,0.2279,0.1718415846324513,0.88
Jovian,0.009715169609856262,0.0538,0.06183391456183333,1.37
Terrestrial,0.22378584531143053,0.4669,0.46918861524288963,0.89
Terrestrial,0.34396284736481864,0.4988,0.3781124138491522,1.05
Jovian,0.008856124845995893,0.04852,0.04145380152782655,1.21
Terrestrial,0.025829296372347706,0.08,0.10062166542691835,0.98
Terrestrial,0.044733459986310745,0.126,0.09133121861952043,1.0
Terrestrial,0.005899822039698837,0.035,0.0428849095541394,1.25
Terrestrial,0.016043652292950034,0.068,0.092617080408276,1.25
Terrestrial,0.022262094455852158,0.084,0.062075840917772254,1.25
Terrestrial,0.014781108829568786,0.0617,0.05771741555617752,1.06
Jovian,0.013375740451745381,0.06067,0.08266838015653988,1.36
Jovian,0.020097771389459274,0.0781,0.07716149301331655,1.18
Jovian,0.00422978726899384,0.0274,0.035194143432110865,1.2
Jovian,0.009798168021902807,0.04501,0.03651333688693781,0.95
Jovian,0.009644076933607118,0.0474,0.03379462443463427,1.21
Jovian,0.052673264887063656,0.143,0.20100618771883508,1.02
Jovian,0.10673593429158111,0.227,0.18923224859074564,1.02
Terrestrial,0.004360988364134155,0.0273,0.022272602950737456,1.07
Jovian,0.017102203969883642,0.0731,0.09970216840856722,1.31
Terrestrial,0.01294110882956879,0.053,0.0382947608083852,1.09
Terrestrial,0.006866694045174538,0.03106,0.032726932715107175,0.81
Terrestrial,0.03154852840520191,0.1017,0.13204483698557593,1.08
Terrestrial,0.04445859000684462,0.1235,0.14965728034315773,1.0
Terrestrial,0.007081834360027379,0.0356,0.025266841936264307,0.94
Terrestrial,0.004220889801505818,0.0256,0.024700294147193397,0.99
Terrestrial,0.006168688843258042,0.02191,0.01698781158687397,0.27
Terrestrial,0.010104524845995893,0.0304,0.022317344525744076,0.27
Terrestrial,0.02039897193702943,0.0486,0.03693597562695091,0.27
Terrestrial,0.06772605065023957,0.0957,0.08809552140425785,0.19
Terrestrial,0.010343381245722108,0.02734,0.03987406163247845,0.19
Terrestrial,0.005337543600273786,0.01848,0.017164159652970763,0.24
Terrestrial,0.0110938726899384,0.0417,0.059419331225106134,0.59
Terrestrial,0.014671500889801506,0.03813,0.047769220612357714,0.26
Terrestrial,0.008552781656399725,0.02661,0.02908227065545639,0.26
Terrestrial,0.002103895961670089,0.01211,0.012227142944394663,0.4
Terrestrial,0.03354387405886379,0.07673,0.11163199041467323,0.4
Terrestrial,0.002168520191649555,0.01679,0.01995821577877632,0.77
Terrestrial,0.010716084873374401,0.0464,0.054953480533762936,0.87
Jovian,0.005883022067077344,0.040352,0.03930482350478084,1.9
Jovian,0.007731854893908281,0.047,0.05178134224245397,1.75
Jovian,0.007247906913073238,0.0326,0.03232055621486585,0.62
Terrestrial,0.0020996424366872004,0.0143,0.02048066853452544,0.7
Jovian,0.0970714031485284,0.201,0.1497014589819697,0.86
Jovian,0.020623698836413414,0.0757,0.09161892101055694,1.02
Terrestrial,0.011277281314168377,0.0549,0.06541811893489381,1.3
Terrestrial,0.009680266392881588,0.0403,0.041813720489498184,0.9
Jovian,0.008969828884325804,0.0441,0.060499130712963235,0.99
Jovian,0.013265763175906914,0.0523,0.038308760604443916,1.0
Jovian,0.008877563312799453,0.0391,0.033786617092167,1.02
Jovian,0.008353867214236824,0.0448,0.03722412511848755,1.0
Jovian,0.012350893908281998,0.063,0.04773444839044452,1.64
Terrestrial,0.1483618069815195,0.313,0.32363168007990184,1.47
Terrestrial,0.004225570704996578,0.0236,0.02039188101647191,0.72
Jovian,0.004586920739219713,0.023,0.020617877687102073,1.02
Terrestrial,0.0036614669404517455,0.019,0.015286471163800958,0.75
Jovian,0.009190928405201916,0.0382,0.03725226907200972,0.66
Jovian,0.0024149459274469542,0.01677,0.016562596590310015,0.77
Jovian,0.006843805612594113,0.035,0.04272450007346342,0.89
Terrestrial,0.012143107460643395,0.058,0.06626527261801232,1.34
Jovian,0.00849083641341547,0.0434,0.03444668986416256,1.14
Jovian,0.010990954962354553,0.0473,0.0612928468023564,0.82
Jovian,0.003921903353867214,0.02289,0.030782834946549736,0.78
Jovian,0.00462660643394935,0.03035,0.025612499507434782,1.3
Jovian,0.010894182067077344,0.051,0.04028956147740326,1.14
Jovian,0.010067734428473647,0.051,0.03769958848650486,1.33
Jovian,0.00331805311430527,0.02383,0.03060709205650728,1.17
Terrestrial,0.006805019849418206,0.0308,0.04222621286733231,1.52
Terrestrial,0.3786913073237509,0.652,0.5199454872080465,1.53
Terrestrial,0.008653332238193019,0.03734,0.04689322348080261,0.69
Jovian,0.0038878143737166326,0.02332,0.019257058124273793,0.84
Jovian,0.004504643394934976,0.0286,0.039452626377301195,1.16
Terrestrial,0.0036608253798767966,0.02153,0.016512521694175636,0.74
Terrestrial,0.0068663118412046545,0.03783,0.02815054777354064,1.15
Terrestrial,0.004942796440793977,0.02803,0.020940879403004636,0.9
Terrestrial,0.007882907323750856,0.04127,0.04262597268167549,1.13
Jovian,0.009599438740588637,0.0423,0.0354603787991556,0.82
Jovian,0.005563438740588638,0.0352,0.02915947432220461,1.41
Jovian,0.0101709787816564,0.0474,0.04232067922136892,1.03
Terrestrial,0.004218291581108829,0.0234,0.023293996164586262,0.72
Terrestrial,0.04153008898015058,0.1207,0.10579399195221996,1.03
Jovian,0.010020610540725531,0.051,0.04968219209946621,1.32
Terrestrial,0.011260670773442848,0.052,0.056836189334592675,0.94
Terrestrial,0.01764234907597536,0.06152,0.07002316448149423,0.75
Jovian,0.03347453524982888,0.09429,0.07142645141532171,0.75
Jovian,0.022862097193702944,0.07098,0.08715465617783572,0.68
Terrestrial,0.006822686652977413,0.0287,0.02049985693750256,0.51
Terrestrial,0.06638079671457905,0.1288,0.0968446704831425,0.49
Terrestrial,0.00943112114989733,0.03826,0.04062888897694423,0.63
Terrestrial,0.011793127994524297,0.049,0.04299874757239792,0.87
Terrestrial,0.01616466529774127,0.061,0.050689673182001106,0.87
Jovian,0.05107707049965776,0.131,0.0956336565884605,0.87
Terrestrial,0.10382368240930868,0.211,0.16864911706292096,0.87
Terrestrial,0.012741464750171114,0.05186,0.036678128107462266,0.86
Terrestrial,0.025052950034223132,0.0814,0.11424390581271533,0.86
Terrestrial,0.054702258726899385,0.137,0.09726193908904447,0.86
Jovian,0.00952218480492813,0.0407,0.05650851670239684,0.74
Terrestrial,0.008562527036276524,0.0367,0.03853216135191642,0.68
Terrestrial,0.020515082819986312,0.0657,0.062258545220600814,0.68
Terrestrial,0.045470674880219025,0.1116,0.09731673914861337,0.68
Terrestrial,0.029828454483230665,0.0736,0.06325557763449259,0.45
Terrestrial,0.051475728952772075,0.1058,0.07441030894151188,0.45
Jovian,0.022334591101984942,0.0711,0.05246133725057282,0.96
Terrestrial,0.009078685831622177,0.0412,0.03236928622056235,0.85
Terrestrial,0.0073917453798767975,0.0429,0.039735000781714595,0.89
Jovian,0.010799100616016426,0.0497,0.04243659895967649,1.17
Jovian,0.012422078028747433,0.059,0.04696222304814831,1.44
Terrestrial,0.00577604900752909,0.026,0.017825076997231935,0.97
Jovian,0.0129232553045859,0.0626,0.06013535981140427,1.46
Jovian,0.035584394250513345,0.108,0.08391459538986508,0.98
Jovian,0.007255953456536619,0.046,0.03305039904834887,1.9
Terrestrial,0.030286132785763177,0.061,0.0878771827481031,0.25
Jovian,0.027872002737850787,0.0903,0.12253380782540495,0.95
Terrestrial,0.016036925393566052,0.07037,0.05946350595635011,1.35
Jovian,0.005707169062286106,0.03138,0.033395758746680895,0.95
Jovian,0.014597538672142368,0.06864,0.06032727677197559,1.52
Jovian,0.011584684462696783,0.058,0.073690698048978,1.44
Terrestrial,0.0027086735112936346,0.01545,0.017814627420096915,0.5
Jovian,0.11156676249144422,0.249,0.22866984450700437,1.21
Terrestrial,0.0018320062970568105,0.011557,0.012230556530865641,0.5
Jovian,0.006175079260780287,0.03524,0.03529484129815999,1.15
Jovian,0.0664844052019165,0.16,0.13648655390663758,0.98
Terrestrial,0.025947296372347706,0.0914,0.10486300595690792,1.13
Jovian,0.009559233401779603,0.0391,0.034504517722811136,0.65
Terrestrial,0.051609007529089666,0.1177,0.13481494199730945,0.61
Terrestrial,0.005241774127310061,0.02607,0.02537351522519061,0.65
Terrestrial,0.008866392881587953,0.037,0.026091381222545434,0.65
Jovian,0.01795400410677618,0.0592,0.04713534810592666,0.65
Terrestrial,0.027274143737166325,0.0783,0.05622747324400271,0.65
Terrestrial,0.04170271047227926,0.1039,0.08627961032865253,0.65
Jovian,0.05669952087611225,0.1275,0.11413928225489217,0.65
Jovian,0.008784843258042437,0.04882,0.05144340970411891,1.51
Terrestrial,0.0015040985626283367,0.00812,0.006999161928742775,0.75
Terrestrial,0.01330780013689254,0.061,0.05931934483482355,1.04
Jovian,0.026211909650924025,0.1001,0.0909377380315369,1.46
Jovian,0.07945242984257357,0.1587,0.15942397751950516,0.63
Jovian,0.14504635181382614,0.3,0.32376293524266403,1.32
Terrestrial,0.0242904257357974,0.092,0.09827970008553774,1.32
Terrestrial,0.001841133853524983,0.01791,0.018085901674576178,1.45
Terrestrial,0.021497407255304586,0.057,0.06804199252589004,0.34
Jovian,0.023547624914442164,0.075,0.06821900364134004,1.12
Terrestrial,0.7140041067761808,0.828,1.0233959562011368,1.11
Jovian,0.005811289527720739,0.03319,0.043754705742853346,1.08
Terrestrial,0.0032709837097878165,0.02234,0.02094123805815937,1.03
Terrestrial,0.029282036960985625,0.08911,0.09857199746669176,0.83
Jovian,0.03260807665982204,0.09564,0.08538811404002956,0.82
Jovian,0.021908194387405884,0.0854,0.11294478802076152,1.3
Jovian,0.009668967008898015,0.05009,0.07126691415240465,1.34
Jovian,0.011902541273100614,0.0543,0.04031574899898746,1.13
Jovian,0.016383145790554415,0.0672,0.07269473151141079,1.13
Jovian,0.05034409308692676,0.1528,0.1511407655132107,1.41
Jovian,0.00818278302532512,0.04145,0.03345771656272854,1.06
Terrestrial,0.010123779329226557,0.0345,0.025175625823835212,0.39
Terrestrial,0.00919959972621492,0.03197,0.036872825725664186,0.39
Terrestrial,0.015497804517453797,0.04526,0.05109084885470121,0.39
Terrestrial,0.03115557289527721,0.0721,0.07599654700547888,0.39
Terrestrial,0.005525046132785764,0.03144,0.03916529392540444,1.02
Terrestrial,0.04954269678302532,0.153,0.14783958204932787,1.45
Jovian,0.008542091718001368,0.04289,0.03384915837978535,1.08
Jovian,0.01077768925393566,0.043,0.03375447022061784,0.63
Jovian,0.024883000684462697,0.0813,0.06258246983093103,0.87
Jovian,0.005899655030800821,0.027,0.01928401422397491,0.53
Jovian,0.009414792607802876,0.03845,0.04583447632655615,0.64
Jovian,0.012442353730321699,0.0354,0.04208485505537107,0.28
Jovian,0.010408246954141,0.05222,0.07263663444074718,1.31
Terrestrial,0.014227843942505133,0.056,0.059535834601402576,0.85
Jovian,0.04399230663928816,0.1189,0.10052024979306869,0.85
Terrestrial,0.0013416755646817248,0.0113,0.01272072680254846,0.78
Terrestrial,0.03411644079397672,0.098,0.09720458577593859,0.78
Terrestrial,0.6163389733059548,0.768,0.9546192325912349,1.19
Terrestrial,0.028285037645448326,0.097,0.12792132992101574,1.14
Terrestrial,0.0015008268309377138,0.01189,0.014799726908826978,0.74
Terrestrial,0.055660588637919235,0.158,0.17284566605813115,1.24
Jovian,0.01748828747433265,0.052,0.05721833065837148,0.53
Terrestrial,0.2056776180698152,0.332,0.3381553597342915,0.89
Terrestrial,0.03990163175906913,0.1291,0.09415398373782735,1.35
Terrestrial,0.01912090212183436,0.0723,0.0562047623895827,1.03
Terrestrial,0.0012226639288158794,0.01055,0.012670952653093709,0.79
Terrestrial,0.029511293634496918,0.08809,0.06366728261417585,0.79
Terrestrial,0.07014373716632444,0.1569,0.21509327756684432,0.79
Terrestrial,0.21144421629021218,0.3274,0.4176139757853875,0.79
Terrestrial,0.04459137577002053,0.1174,0.10527694446768862,0.81
Terrestrial,0.004520585900068446,0.02734,0.035742003016642154,1.0
Terrestrial,0.009334887063655031,0.0486,0.041288971889860825,1.31
Jovian,0.013699596167008898,0.06608,0.048640057372843507,1.54
Jovian,0.005413122518822725,0.025,0.025764469300287342,0.42
Jovian,0.030764134154688566,0.1038,0.10560285152455859,1.18
Terrestrial,0.026095444216290214,0.07928,0.0608912711299655,0.73
Terrestrial,0.14154431211498975,0.2447,0.17565404612861457,0.73
Terrestrial,0.23227816563997264,0.3405,0.35704049663569976,0.73
Terrestrial,0.015347570157426419,0.06,0.04880600240513964,0.92
Terrestrial,0.03360355920602327,0.1011,0.10637979658359611,0.92
Terrestrial,0.02257798767967146,0.0652,0.06164235100008169,0.54
Terrestrial,0.04288925393566051,0.1,0.07105515765214142,0.54
Terrestrial,0.0038137659137577004,0.02177,0.021183955009458556,0.71
Terrestrial,0.002095890869267625,0.01598,0.01622211671797324,0.93
Jovian,0.0290939356605065,0.092,0.08372776015912677,1.28
Jovian,0.01023817659137577,0.04666,0.05471093592692291,0.97
Jovian,0.010088905954825462,0.04963,0.035034935520766995,1.2
Terrestrial,0.004993101984941821,0.02636,0.036909838562092054,0.73
Jovian,0.008295879534565365,0.03925,0.030613262501926045,1.04
Jovian,0.006764216290212183,0.03563,0.04842165622241088,1.36
Jovian,0.003576141848049281,0.02282,0.02136203356297603,0.93
Jovian,0.00973018480492813,0.05084,0.0365057860646347,1.08
Terrestrial,0.004058170732375086,0.02459,0.020912973805241708,0.9
Jovian,0.006899234496919918,0.03889,0.03736734933595433,1.24
Terrestrial,0.008467519780971938,0.03781,0.03812481634969984,0.75
Jovian,0.007801177275838467,0.04574,0.048205669153218104,0.77
Jovian,0.009817166324435318,0.05057,0.06364765198518796,1.41
Jovian,0.0025339958932238194,0.01985,0.01365857355653113,1.22
Jovian,0.004806060780287474,0.02918,0.022069015595803078,1.08
Terrestrial,0.02155477070499658,0.075,0.08025297920471275,0.89
Terrestrial,0.02543383983572895,0.0917,0.06549632862324925,0.93
Jovian,0.01566454264202601,0.055,0.047404277815214876,0.68
Jovian,0.010191567419575633,0.0435,0.05897262641057594,1.42
Jovian,0.012435780287474333,0.05885,0.0419103089031222,1.32
Jovian,0.004240312936344969,0.02851,0.02691278012218751,1.29
Jovian,0.02743778234086242,0.09459,0.12390212189879049,1.29
Jovian,0.011077463381245722,0.05453,0.059695591353311046,1.32
Jovian,0.006844052019164955,0.0363,0.029213198972040614,1.02
Jovian,0.002988145106091718,0.0232,0.016101511948459445,1.43
Terrestrial,0.009887120054757016,0.0514,0.05530069250383871,1.39
Jovian,0.0034905545242984257,0.02596,0.036125328147086425,1.36
Jovian,0.008152337303216975,0.04263,0.03484571379065589,1.17
Jovian,0.009233812457221081,0.0449,0.053929543157914005,1.07
Jovian,0.009004325804243669,0.0449,0.050614763735601476,1.12
Jovian,0.011438910417522246,0.0484,0.06626220730369188,0.95
Terrestrial,0.015737563312799453,0.0628,0.06735215623242577,1.0
Jovian,0.011917891854893909,0.05362,0.04753140144531481,0.72
Terrestrial,0.03162485968514716,0.1012,0.14509388435937345,1.04
Jovian,0.014570904859685147,0.0607,0.05063334955460228,1.06
Jovian,0.019530496919917865,0.067,0.058779150482326695,0.78
Jovian,0.00595872142368241,0.0345,0.03513600922456187,1.16
Jovian,0.0038367676933607118,0.0243,0.027213929735074083,0.98
Jovian,0.014278869267624915,0.0661,0.06592798379722954,1.41
Jovian,0.009950535249828885,0.0494,0.03505420849260382,1.22
Jovian,0.016219745379876794,0.062,0.06487133244026774,0.92
Terrestrial,0.006143052703627652,0.037,0.04288830300230813,1.62
Jovian,0.006121789185489391,0.0323,0.03983455516255854,0.9
Terrestrial,0.009064068446269679,0.0469,0.043607016058804904,1.25
Jovian,0.0056204462696783026,0.0347,0.03411257046444585,1.33
Jovian,0.006237687063655031,0.0316,0.03235699797183519,0.81
Terrestrial,0.004843362354551677,0.0261,0.018884345871716286,0.76
Jovian,0.012601587953456537,0.0549,0.03835904193168465,1.04
Jovian,0.024103515400410676,0.08215,0.06448354207989955,0.95
Jovian,0.010272689938398357,0.05165,0.0514016833336429,1.18
Jovian,0.012411984941820671,0.055,0.052528010718554355,1.08
Jovian,0.009124186173853525,0.048,0.04115030132436082,1.34
Jovian,0.010502858316221766,0.0453,0.04447154428347189,0.84
Jovian,0.010818954140999315,0.0499,0.07217022249364276,1.06
Terrestrial,0.010010494182067077,0.0517,0.06819829931340547,1.38
Jovian,0.01051444490075291,0.0538,0.04601258513320335,1.41
Jovian,0.00853826146475017,0.0415,0.031562786621657665,1.78
Jovian,0.010317577549623544,0.0452,0.04168998874042685,0.87
Terrestrial,0.014800937713894593,0.0673,0.06807582098548277,1.39
Terrestrial,0.02635093771389459,0.0871,0.08298519012163318,0.95
Terrestrial,0.004407086652977413,0.0266,0.03447696404149457,0.97
Terrestrial,0.004865504449007529,0.02818,0.03622644020407355,0.95
Jovian,0.00948804654346338,0.04823,0.03475003564685631,1.25
Jovian,0.014903600273785077,0.0641,0.0520976140300564,1.19
Jovian,0.011372095824777549,0.0519,0.07466954595648022,1.08
Jovian,0.015363208213552361,0.0681,0.056557377609292886,1.34
Jovian,0.010227049965776865,0.0515,0.053149938753453925,2.28
Terrestrial,0.0064196583709787815,0.0337,0.034220980827239365,0.93
Terrestrial,0.010454823819301849,0.0504,0.06281133074222589,1.17
Jovian,0.014996394250513348,0.0694,0.09071027939911676,1.49
Terrestrial,0.003796449500342231,0.0248,0.022146056774042997,1.05
Jovian,0.011591240246406571,0.05503,0.05584818647052072,1.24
Jovian,0.008392308555783708,0.04403,0.039131117347858534,1.21
Jovian,0.010675022587268995,0.0535,0.056457313911686687,1.34
Jovian,0.008409916495550993,0.03957,0.02709983362075737,0.88
Jovian,0.009157641341546886,0.0558,0.0604787932543664,2.07
Terrestrial,0.002577555728952772,0.02024,0.017706237317670938,1.29
Jovian,0.009334056125941136,0.048,0.05324654061975353,1.3
Jovian,0.01237373415468857,0.05427,0.05465178559862471,1.04
Jovian,0.00924568049281314,0.0451,0.056300943035874546,1.08
Jovian,0.01125743216974675,0.04632,0.06198181358297859,0.78
Jovian,0.01418672142368241,0.0627,0.07811111401572232,1.23
Jovian,0.025701711156741955,0.0904,0.06602953500772853,1.12
Terrestrial,0.013762625598904859,0.06,0.06307495975109532,1.22
Jovian,0.014094121834360028,0.0653,0.07094480675116956,1.54
Jovian,0.007457995893223819,0.05053,0.06948212044104807,2.03
Jovian,0.0021597221629021217,0.01652,0.012579870252789558,0.97
Jovian,0.014696106776180698,0.0663,0.08060625449650444,1.35
Terrestrial,0.007881386721423682,0.0408,0.044450101084795954,1.09
Jovian,0.00589233401779603,0.03144,0.042796404623607946,0.9
Jovian,0.013414451471594799,0.06,0.06814038287688076,1.2
Jovian,0.01183431074606434,0.052,0.04051177053340732,1.01
Jovian,0.009671978097193704,0.047,0.06250161835002875,1.46
Terrestrial,0.00806139794661191,0.0376,0.0424769864857469,0.78
Jovian,0.006409883641341547,0.03651,0.03729841308901797,1.43
Jovian,0.010307542778918549,0.0473,0.060937229794857745,0.67
Jovian,0.0075471594798083505,0.04,0.04275208293221652,0.86
Jovian,0.009332881451060917,0.0442,0.04541132870214722,0.99
Jovian,0.010739849418206708,0.0457,0.05087949467660713,0.77
Jovian,0.005056344969199178,0.0315,0.02957813695801182,1.62
Jovian,0.00932487227926078,0.04659,0.04118543504478563,1.16
Terrestrial,0.007443285420944558,0.0394,0.03301270098024539,0.72
Jovian,0.0033398220396988363,0.0239,0.01999233485701442,1.5
Jovian,0.011821163586584532,0.0524,0.06353064827455104,0.96
Jovian,0.008655934291581109,0.04317,0.03154269273872225,1.05
Terrestrial,0.004209078603696099,0.02677,0.038018252526660114,1.08
Terrestrial,0.009794576317590691,0.0446,0.035365203844267654,0.93
Terrestrial,0.018814182067077342,0.07522,0.05307376199553313,1.76
Jovian,0.01110269404517454,0.0486,0.04538200254838383,0.93
Jovian,0.0036638780835044488,0.0226,0.018366571001857266,0.86
Jovian,0.008357015742642027,0.04022,0.03938689711800882,0.81
Jovian,0.013639101711156742,0.0561,0.04005510395759816,0.95
Terrestrial,0.002227173169062286,0.0142,0.009964209984273881,0.58
Jovian,0.006636013689253936,0.03453,0.040076518882149754,0.94
Terrestrial,0.008558765229295003,0.03963,0.05605356980315045,0.85
Terrestrial,0.003916133141683778,0.02335,0.018698262951115964,0.83
Jovian,0.01138712991101985,0.052,0.05177691515082499,1.04
Terrestrial,0.024724298425735796,0.085,0.06175108628866592,1.04
Terrestrial,0.0021617886379192335,0.01673,0.01754930974770485,1.04
Jovian,0.005868939082819986,0.03444,0.029326762931754544,0.88
Jovian,0.0076159890485968515,0.0379,0.032048828564755015,0.92
Terrestrial,0.004458392607802874,0.0267,0.03823434037735254,0.96
Jovian,0.005352772073921971,0.0293,0.029362294630668227,0.89
Jovian,0.004790636002737851,0.0272,0.02480242375326935,0.87
Terrestrial,0.009061859822039699,0.04101,0.03254068736663209,0.84
Jovian,0.010112635181382614,0.04988,0.06934566595554899,1.08
Jovian,0.012226228610540726,0.0558,0.050095378651011074,1.11
Jovian,0.012640930869267625,0.05614,0.08075253857758198,0.71
Jovian,0.007772535414099932,0.03769,0.05354630283825024,0.89
Jovian,0.013736290212183436,0.0562,0.06106528264295224,1.06
Terrestrial,0.021682642026009582,0.0697,0.04845640570630023,0.72
Jovian,0.009201943874058862,0.04217,0.05289723391434709,0.55
Jovian,0.011786447638603694,0.05548,0.0649571986111105,1.19
Jovian,0.01055687885010267,0.0521,0.04755918099717798,1.82
Jovian,0.012079260780287475,0.0571,0.04211447039225567,1.11
Jovian,0.011986529774127308,0.0574,0.07743438622702464,1.28
Jovian,0.004307438193018481,0.02648,0.020105254583806274,1.0
Terrestrial,0.006328334839151266,0.0334,0.031160924837611948,0.93
Jovian,0.011186995208761123,0.0546,0.051465683790767575,1.33
Jovian,0.01263359342915811,0.05179,0.07195944843937546,0.91
Jovian,0.013920054757015741,0.06206,0.05739244361893199,1.49
Jovian,0.010590390143737166,0.04525,0.05831590314406571,0.98
Jovian,0.013565069404517455,0.0617,0.04741541569051898,1.28
Jovian,0.010165695550992471,0.04853,0.06514189091252973,1.11
Jovian,0.007949815195071869,0.04622,0.06374663931147492,0.76
Terrestrial,0.006069075975359343,0.03711,0.03587026593499407,2.78
Terrestrial,0.011190198494182067,0.05512,0.07391227229802447,2.52
Jovian,0.00585284052019165,0.03443,0.033555735724277246,0.98
Jovian,0.006801349760438055,0.0375,0.04979739283944017,1.14
Jovian,0.00495519780971937,0.033,0.022715001585923576,1.46
Jovian,0.0037235552087611225,0.02335,0.026617346272872166,0.9
Jovian,0.005955318275154004,0.03488,0.05049967687223897,1.87
Jovian,0.010027049965776866,0.0519,0.058038765920031106,1.43
Terrestrial,0.022337357973990418,0.0801,0.07327265682370065,1.34
Jovian,0.008399321943874058,0.0344,0.04211184399357301,0.58
Jovian,0.0074373065023956185,0.03908,0.02817661200640561,1.08
Jovian,0.007408049281314168,0.0447,0.053899792842576164,1.48
Jovian,0.013610546201232032,0.059,0.0679394231273869,1.11
Jovian,0.02333603422313484,0.0771,0.07542889339482481,0.84
Jovian,0.007270849281314168,0.039,0.03879123765213058,1.09
Jovian,0.004607241615331965,0.02946,0.03392967308387059,1.2
Jovian,0.013563312799452429,0.06431,0.04464023659508746,0.94
Terrestrial,0.009189384531143053,0.0427,0.03236796165815773,0.92
Jovian,0.010722088980150582,0.0562,0.06371611140933227,1.55
Terrestrial,0.007662097193702943,0.037,0.03176105880683265,0.84
Jovian,0.005953933470225873,0.0348,0.026001909383458977,1.19
Jovian,0.007481265160848733,0.04211,0.03420135020549602,1.33
Jovian,0.010815030800821355,0.055,0.04649608805257177,1.67
Jovian,0.005981300479123888,0.03416,0.0317959154859166,1.46
Jovian,0.009377851334702259,0.0453,0.041287813461163815,1.06
Jovian,0.005674907597535935,0.03303,0.04324988190683648,1.18
Jovian,0.008111267241615332,0.03762,0.04587118506378562,0.81
Terrestrial,0.015749514031485282,0.0717,0.07763944371296493,1.21
Terrestrial,0.00917743189596167,0.047,0.05632324421338843,1.2
Jovian,0.0027890672142368237,0.01855,0.019656412489806686,0.82
Jovian,0.007292035592060232,0.0282,0.02929410607564916,0.65
Jovian,0.00479732758384668,0.0234,0.026330707519338928,0.73
Terrestrial,0.016430581793292265,0.05706,0.04813654706108117,0.69
Jovian,0.010791321013004791,0.0488,0.04398033596363066,0.88
Jovian,0.007161839233401779,0.0368,0.03871312569592401,0.97
Terrestrial,0.008737960301163587,0.0476,0.037496477660427636,0.58
Jovian,0.011293853524982887,0.05524,0.06149420158978221,1.1
Jovian,0.011465450513347021,0.0515,0.04064854077365326,1.04
Jovian,0.010308010130047911,0.0815,0.071312804644228,1.47
Jovian,0.007841594524298426,0.04421,0.03773249717957504,1.41
Terrestrial,0.017160596084873376,0.068647,0.07466915790327575,1.1
