pl_rade,log_pl_orbper,st_teff,pl_class
1.25,0.9113041251051984,3157.0,Terrestrial
1.5,0.1946278263786524,3359.0,Terrestrial
1.11,0.4823273721050786,3359.0,Terrestrial
1.35,0.711716228489252,3359.0,Terrestrial
18.49,0.8917771911774521,5493.0,Jovian
10.76,0.3900937739861125,3820.0,Jovian
6.204,2.381120498070848,5527.0,Jovian
2.354,1.0240749873074262,5701.0,Terrestrial
3.05,1.6942918674862393,5636.0,Jovian
4.65,2.481767869219065,5636.0,Jovian
1.88,0.6792461454138591,5194.0,Terrestrial
2.71,0.9856038383987036,5194.0,Terrestrial
2.04,1.6324178090734736,5194.0,Terrestrial
15.984,0.5500406116297996,6297.0,Jovian
2.215,1.912422838087556,5547.0,Terrestrial
8.373,2.099101760038838,5820.0,Terrestrial
14.617,0.5098339548285059,5647.0,Jovian
1.31,0.7570110672421554,4925.0,Terrestrial
0.54,1.0948797252243534,4925.0,Terrestrial
1.95,1.259212927804236,4925.0,Terrestrial
1.61,2.0877367087233982,4925.0,Terrestrial
1.41,2.4269843358005296,4925.0,Terrestrial
6.11,0.9747028001265772,5576.0,Terrestrial
10.16,1.213222715330927,4908.0,Terrestrial
1.42,0.3334291365294253,6211.0,Terrestrial
2.58,0.7678934657438253,6211.0,Terrestrial
1.52,0.9101562456934776,6211.0,Terrestrial
2.354,0.7322972392131917,5875.23,Terrestrial
0.92,0.9825018907200566,5875.23,Terrestrial
18.181,0.6889080575580042,5933.0,Jovian
10.76,0.8657381264586071,6000.0,Jovian
11.77,0.9486531111707872,5200.0,BrownDwarf
15.244,0.1889087503205436,6409.0,Jovian
10.761,0.5537351072015961,5520.0,Jovian
15.872,0.5468508908189856,6213.0,Jovian
8.29,1.2841804630035114,5774.0,Jovian
8.08,1.5909008805560083,5774.0,Jovian
1.64,0.2021751525090498,5777.0,Terrestrial
15.323,0.7956423063599194,4550.0,Jovian
1.569,0.6745617140713096,5669.0,Terrestrial
3.51,0.3993379218545418,4781.0,Terrestrial
3.42,1.0615693308043683,5699.0,Terrestrial
2.67,1.2105459096459346,5690.0,Terrestrial
1.48,0.4127359892527471,5779.0,Terrestrial
1.99,0.1879942383995306,5539.0,Terrestrial
1.48,0.6630956946269994,4782.0,Terrestrial
1.39,0.1465931020963049,3800.0,Terrestrial
0.85,0.3527830890204966,3415.0,Terrestrial
1.385,0.5671061207244746,3415.0,Terrestrial
1.521,0.8721985051044963,3415.0,Terrestrial
1.635,1.393345975676799,2988.0,Terrestrial
1.169,0.577252757205082,2988.0,Terrestrial
1.242,0.2899316602330402,3381.0,Terrestrial
4.7,0.6076734023403816,3950.0,Terrestrial
1.305,0.7290647689074696,3340.0,Terrestrial
1.147,0.4946976096915605,3340.0,Terrestrial
1.332,-0.1143855153823691,3331.0,Terrestrial
2.3,1.088203443437716,3331.0,Terrestrial
4.72,-0.1012463050623751,5443.0,Terrestrial
9.976,0.5926263692487573,5000.0,Terrestrial
17.901,0.3321907020252186,7490.0,Jovian
17.15,0.4508739195016151,7800.0,Jovian
14.908,0.4228028315435461,3916.0,Jovian
13.507,-0.1152644335147316,4600.0,Terrestrial
9.158,1.5496815319193296,5050.0,Jovian
11.747,0.8769567827499342,5690.0,Jovian
12.801,0.6147946387426715,5819.0,Terrestrial
4.977,0.5484775335021858,5187.0,Terrestrial
12.33,0.5153743827784188,5600.0,Jovian
14.572,0.6853224644920396,5550.0,Jovian
13.899,0.5108840028823121,5650.0,Jovian
13.563,0.484477792425245,5610.0,Jovian
17.878,0.6542886158364299,6478.0,Jovian
11.994,1.7339123388107889,5980.0,Terrestrial
14.908,0.1884755976062441,4660.0,Terrestrial
16.589,0.224111460309079,5600.0,Jovian
3.18,0.1262453418326663,5143.0,Terrestrial
12.733,0.5259496076889799,4987.0,Jovian
14.863,-0.0545023643948776,4730.0,Jovian
12.218,0.3978878902070387,5241.0,Jovian
11.994,0.6469200629368357,6330.0,Terrestrial
14.011,0.4915406983413211,5950.0,Jovian
11.422,0.6036256528681431,5040.0,Jovian
12.251,0.1560871118984964,4790.0,Jovian
13.45,0.2278527820630648,6210.0,Jovian
12.666,0.599784853673271,5924.0,Jovian
15.244,0.5655219756056601,6325.0,Jovian
15.278,0.0834735583938509,6050.0,Jovian
18.046,0.3954196209319073,6933.0,Terrestrial
6.18,2.1408755608212817,6407.0,Terrestrial
10.12,2.4510576521890703,5629.0,BrownDwarf
10.548,0.4997736030519729,4400.0,Terrestrial
12.812,0.1522957456766527,5013.0,Jovian
17.295,0.2162506408444093,6124.0,Jovian
14.056,0.1261692382831135,4645.0,Terrestrial
12.285,0.3993137481118816,6007.0,Terrestrial
12.722,0.2565629498839681,5215.0,Terrestrial
12.408,0.4592766453693706,5747.0,Terrestrial
11.904,0.5448360660843438,5052.0,Jovian
19.055,0.3079335349701725,6387.0,Jovian
14.404,0.5699529729094541,5738.0,Jovian
11.31,0.1877268207992507,4309.0,Terrestrial
12.52,1.1809530862133713,5788.0,Terrestrial
16.701,0.5634844078531481,5988.0,Jovian
2.265,0.6141544858612905,5328.0,Terrestrial
2.587,0.8091466354934924,4734.0,Terrestrial
2.651,1.0873047807209737,4734.0,Jovian
1.791,-0.2184364751303123,3875.0,Terrestrial
16.814,0.9217062913426096,4250.0,Jovian
2.415,0.3965456504065714,3476.0,Terrestrial
3.65,1.3846326851927624,3553.0,Terrestrial
1.694,0.537153548337441,3997.0,Terrestrial
3.01,0.6342192367061608,5151.0,Terrestrial
2.51,0.7711569412341489,5151.0,Terrestrial
3.51,1.2708162051648664,5151.0,Jovian
3.78,1.578886652941127,5151.0,Terrestrial
2.726,0.6678095816755699,5320.0,Terrestrial
2.759,0.96144909685154,5320.0,Terrestrial
2.93,1.3005954838899636,5320.0,Terrestrial
11.456,0.5413268305393732,4775.0,Jovian
2.41,0.4951921803987484,4227.0,Terrestrial
2.76,0.8746634991722658,4227.0,Terrestrial
3.12,1.2203216247005997,4227.0,Terrestrial
2.37,1.0372209762321192,3600.0,Terrestrial
1.56,1.2741927300260762,3600.0,Terrestrial
9.1,0.9115682304951336,5300.0,Jovian
4.14,0.5206132121824074,4985.0,Terrestrial
12.218,1.1606386739931798,3799.0,BrownDwarf
5.24,0.4313372231296646,5225.0,Terrestrial
13.798,0.5959778121520029,5603.0,Jovian
9.427,0.6567844775264933,5889.0,Jovian
3.42,0.3242210940032985,5397.0,Terrestrial
15.648,0.673962148694495,6274.0,Jovian
3.96,1.1138498018818654,5840.0,Jovian
16.701,0.4232847128763797,7690.0,Jovian
1.672,1.0438340467332965,3185.0,Terrestrial
11.882,1.0077584005944027,5597.0,Jovian
14.067,0.767711333404804,6255.0,Terrestrial
14.415,0.3190109623612586,5404.0,Jovian
13.888,0.726869859074327,5948.0,Jovian
16.69,0.6264744338177096,6495.0,Jovian
1.79,-0.004653114690016,3550.0,Terrestrial
11.063,1.6101250552604716,6170.0,Jovian
1.7,-0.1744828132821806,3434.0,Terrestrial
12.173,0.3532327609993482,5880.0,Jovian
5.34,1.385310012330352,5665.0,Jovian
10.817,0.9766823370127437,5645.0,Terrestrial
5.05,0.543013290237439,3980.0,Jovian
3.14,1.2753157320238118,4065.0,Terrestrial
1.152,0.2820685274862162,4316.0,Terrestrial
1.669,0.5103371961585622,4316.0,Terrestrial
2.572,0.8167515447937421,4316.0,Jovian
2.207,0.998341349547336,4316.0,Terrestrial
2.287,1.182754507515323,4316.0,Terrestrial
2.87,1.3161696136272876,4316.0,Jovian
16.141,0.5063242416869901,5991.0,Jovian
1.258,-0.2601334791625908,4757.0,Terrestrial
12.778,0.686696494403322,5734.0,Terrestrial
11.657,0.9810888869358816,6230.0,Jovian
12.89,1.462697408101717,3841.0,Jovian
11.299,1.7240970345664637,6394.0,Jovian
12.52,0.9480253513129566,5880.0,Terrestrial
15.098,-0.1723244118032355,6540.0,Terrestrial
2.19,0.8949763085863918,3342.0,Terrestrial
10.761,0.9345373340088496,5673.0,Jovian
11.321,2.41629093434484,5695.0,Terrestrial
19.84,0.3268627378284723,5966.0,Jovian
3.51,0.0772686058554746,5634.0,Terrestrial
3.03,1.0291915090878334,5298.0,Terrestrial
11.321,1.0759154079366706,5144.0,Jovian
11.153,0.903196810295764,6101.0,Jovian
14.37,0.5479703030017414,6248.0,Jovian
10.368,0.6382299207095111,5607.0,Jovian
10.929,0.7769875205842147,5611.0,Jovian
7.163,1.2645387463630298,6095.0,Jovian
13.641,0.4754912601826127,5771.0,Jovian
2.77,0.5679328947606962,3514.0,Terrestrial
1.206,0.5263591562477739,3506.0,Terrestrial
2.355,0.7528604031966835,3506.0,Terrestrial
2.133,1.0561259661695122,3506.0,Terrestrial
12.98,0.3049261332314731,5609.0,Terrestrial
12.801,1.2575698676738756,6532.0,Terrestrial
23.539,0.4941544548214711,5810.0,Jovian
8.295,0.5951158823181376,3870.0,Jovian
12.599,0.9584929761124348,5321.0,Jovian
11.321,0.3334168425875145,3660.0,Jovian
12.0,0.5364009822804379,3913.0,Jovian
6.0,0.657492768578349,3269.0,Jovian
13.574,0.5799678126898749,6202.0,Jovian
2.68,0.7157293176058396,5325.0,Terrestrial
5.09,1.2059669584507031,5325.0,Jovian
1.28,-0.3097622651515336,4850.0,Terrestrial
3.29,1.095553941587075,4850.0,Terrestrial
12.53,2.352409855190432,6096.0,Terrestrial
11.097,1.0141469856993648,5735.0,Terrestrial
1.166,-0.2610791902168625,4440.0,Terrestrial
11.882,1.3081380195049763,6300.0,Terrestrial
9.303,0.8053375082496002,3659.0,Jovian
11.31,1.8757772587529749,5700.0,Terrestrial
12.173,1.1635808809314054,6466.0,Terrestrial
12.229,0.8440986029905737,5925.0,Terrestrial
1.423,-0.350102675608382,5455.0,Terrestrial
2.878,1.0325784719243118,5455.0,Terrestrial
2.53,1.4085791254086677,5455.0,Terrestrial
2.67,1.8877860348383717,5455.0,Terrestrial
2.32,1.2118410963753423,5326.0,Terrestrial
11.433,0.217784950717825,5640.0,Terrestrial
11.882,0.532699292694525,6250.0,Terrestrial
19.851,0.699297989936131,6460.0,Jovian
5.25,0.2960380814861401,3514.0,Jovian
13.115,1.0506349211429278,6295.0,Jovian
2.049,0.9791549187482478,4622.0,Terrestrial
2.701,1.7134826467588502,4622.0,Terrestrial
2.474,1.928598612246666,4622.0,Terrestrial
2.28,0.7486298519275091,5450.0,Terrestrial
2.63,1.0889755038316635,5450.0,Terrestrial
1.85,0.9162754563246284,3709.0,Terrestrial
2.02,1.1949387163002017,3709.0,Terrestrial
2.926,0.1439442574476169,4600.0,Terrestrial
3.444,-0.1160411097292831,5373.8,Terrestrial
11.994,1.026392698690369,6261.0,Jovian
13.126,0.5728128407366222,5570.0,Jovian
9.55,0.5664342983216004,5710.0,Jovian
2.765,0.2609606612893504,4435.0,Terrestrial
12.666,0.4814526615922642,5230.0,Jovian
15.244,0.3928077106023859,5850.0,Jovian
14.975,0.1160049614089879,5650.0,Jovian
18.046,0.5507113134870528,6200.0,Jovian
13.384,0.1709205390061276,5171.0,Terrestrial
16.623,0.4013911309658295,6110.0,Jovian
12.106,0.490346444479474,4675.0,Terrestrial
14.908,0.454750371632637,6900.0,Jovian
16.029,0.5545763735689898,6380.0,Jovian
17.127,-0.0336038686945773,6110.0,Jovian
12.745,0.2443794834538546,5475.0,Jovian
10.761,0.896133631889752,5070.0,Terrestrial
11.433,0.9680021566884134,6055.0,Terrestrial
10.536,0.7575079439042368,4425.0,Jovian
12.442,0.5708312063874219,4800.0,Jovian
15.793,0.6572632650295611,5890.0,Jovian
15.009,0.1899881334426313,5940.0,Jovian
11.882,1.0009392312020131,6040.0,Jovian
16.141,0.6070305476657317,6410.0,Jovian
15.693,0.3979035264032809,5650.0,Jovian
21.712,0.0379919078583918,6360.0,Jovian
16.511,0.5576600322328862,6450.0,Terrestrial
19.649,0.1054846509100666,6776.0,Jovian
14.773,0.4738723649245432,5740.0,Jovian
13.899,0.5279712741997186,6050.0,Jovian
10.435,0.5170414253312309,5800.0,Jovian
14.695,0.6209748834869737,5620.0,Jovian
10.424,0.7595277149085362,5900.0,Terrestrial
13.675,0.6387896648463096,5950.0,Jovian
9.976,1.0626188318937184,5625.0,Terrestrial
13.675,0.7260767470946446,6030.0,Jovian
10.05,0.8533035179112293,4714.0,Jovian
13.563,0.3377433067947491,5700.0,Jovian
14.572,0.1465557291614937,5675.0,Jovian
15.468,0.7172840419712623,6260.0,Jovian
12.218,0.5604366671405004,6272.0,Jovian
8.967,0.7726342569116543,5310.0,Jovian
15.468,0.3509744659223943,6475.0,Terrestrial
16.141,0.3494685944355883,5260.0,Jovian
13.563,0.5199134009988544,5900.0,Terrestrial
17.15,0.3123610250088584,6010.0,Jovian
9.528,0.3576138076057098,5200.0,Jovian
10.088,0.2477371864662951,4900.0,Terrestrial
12.498,0.6630154995628169,5702.0,Jovian
8.474,0.9446706118974568,5555.0,Jovian
15.805,0.5742744045656223,6300.0,Jovian
11.994,0.7516029330251206,6218.0,BrownDwarf
13.305,0.6564314646341444,5871.0,Jovian
17.374,0.5227843628343958,5914.0,Jovian
5.717,0.5838977314889064,4910.0,Jovian
11.19,0.596775504531578,5772.0,Jovian
11.994,0.5630457421702862,6350.0,Terrestrial
15.468,0.5843765741057545,6120.0,Jovian
13.675,0.4939596745541812,5700.0,Jovian
12.218,0.5761679664394814,5298.0,Jovian
12.812,0.7328794556140806,6400.0,Terrestrial
11.209,0.9833862990590336,5300.0,Terrestrial
13.473,0.2067418143810492,5500.0,Terrestrial
12.644,0.2497180986172925,5806.0,Terrestrial
14.123,0.5397670310565108,5599.0,Jovian
7.062,0.7358814185330725,6050.0,Jovian
16.814,0.6184307351390533,6000.0,Jovian
14.617,0.7490721410800756,6110.0,Jovian
20.961,0.5723406023704906,6550.0,Jovian
12.285,0.3701021418424036,5600.0,Terrestrial
10.985,0.5819069432569436,5965.0,Terrestrial
17.598,0.7385770739719947,6900.0,Jovian
13.451,0.1419678519551119,5800.0,Terrestrial
16.107,0.6267201319550127,6399.0,Jovian
13.54,0.4864716675719555,6229.0,Jovian
16.87,0.5909590272276026,5941.0,Jovian
17.71,0.4873819081924198,5017.0,Jovian
20.288,0.5243738550147341,9360.0,Jovian
13.899,-0.0262017115195753,6432.0,Terrestrial
13.899,0.5326606325882166,6600.0,Jovian
13.271,0.6550910057268736,5839.0,Jovian
9.528,0.528529105855731,5638.0,Jovian
16.477,0.6140295634619629,5313.0,Jovian
14.908,0.7144722654394454,6000.0,Jovian
14.011,0.9725522631590974,5900.0,Jovian
12.442,0.7012915200130209,6361.0,Terrestrial
18.383,0.7116282459723214,6150.0,Jovian
18.147,0.435212364485642,8000.0,Jovian
15.861,-0.1030118903906454,5616.0,Jovian
12.89,0.7297925233298902,6400.0,Jovian
13.787,0.4591928624609808,5910.0,Terrestrial
12.117,0.3328775822565679,5180.0,Jovian
16.388,0.6901631433041879,5940.0,Jovian
11.99,0.6357331934284469,5800.0,Jovian
13.787,0.5481055289728336,6000.0,Jovian
10.783,0.4690005850039044,5150.0,Terrestrial
15.468,0.3694403704462194,6075.0,Jovian
11.994,0.575745370515793,5750.0,Jovian
13.563,0.4403737518163562,6034.0,Jovian
13.664,0.5326059739365681,6084.0,Jovian
8.631,0.5935884168357595,4800.0,Jovian
15.917,0.2664269206379491,6400.0,Jovian
17.363,0.5322331166911202,6302.0,Jovian
10.761,0.4343548974158308,6140.0,Terrestrial
17.856,0.0863135509281217,7430.0,Jovian
11.209,0.6352504519435475,5700.0,Jovian
14.572,0.499904175590634,5990.0,Jovian
14.874,0.1867772607921611,5959.0,Terrestrial
13.002,0.5535758791369795,5800.0,Terrestrial
13.787,0.8370755670349355,6180.0,Terrestrial
14.235,0.6080185968156694,5400.0,Jovian
14.807,0.1265312385808085,5400.0,Jovian
12.33,0.4846414448824136,5545.0,Jovian
12.576,0.6973759926735346,5315.0,Jovian
10.424,-0.0896557894129024,4400.0,Terrestrial
12.33,0.3844974978539729,5420.0,Jovian
10.604,0.4950013382572782,5150.0,Terrestrial
13.159,0.1554476732419365,5600.0,Terrestrial
12.64,0.619004499969278,5552.0,Jovian
3.567,0.9557142015528224,5552.0,Terrestrial
1.808,-0.1025965454769378,5552.0,Terrestrial
16.814,0.3311498263447444,5920.0,Jovian
12.442,0.4443165354899246,5600.0,Jovian
12.184,0.2117685345770777,5700.0,Terrestrial
13.07,0.2911689757152619,5400.0,Jovian
14.24,0.2429833985937136,5000.0,Jovian
12.038,0.5198075643976909,4953.0,Terrestrial
17.71,0.5674545647283816,6100.0,Jovian
14.908,0.6498827367347326,5900.0,Jovian
10.536,0.6643692808708024,5600.0,Jovian
11.769,0.4531529341074298,5600.0,Jovian
16.029,0.7004596823720668,5800.0,Jovian
8.687,0.898702424401091,4650.0,Terrestrial
11.545,0.5264698046260851,5450.0,Jovian
9.864,0.6339731557896735,5900.0,Jovian
15.805,0.586125762261047,6250.0,Jovian
14.796,0.6446305819986291,6230.0,Jovian
15.805,0.6412836931024287,5550.0,Jovian
14.247,0.1968092791248692,5400.0,Jovian
12.464,0.3638796747022311,5600.0,Terrestrial
15.693,0.6113036766848859,6600.0,Jovian
12.89,0.6641171210435587,5200.0,Jovian
14.796,0.7062311682589675,5910.0,Jovian
12.442,0.5875021841615227,4700.0,Jovian
14.908,0.6950122447402073,6400.0,Jovian
13.047,0.5697273236279586,5763.0,Jovian
13.227,0.462947257578102,6050.0,Jovian
14.46,0.3457127988199511,6250.0,Terrestrial
15.917,0.6114280148132721,6030.0,Terrestrial
15.244,0.3299569151062389,5990.0,Jovian
14.235,0.3951853336860759,6100.0,Jovian
20.512,0.2576512206536355,6250.0,Jovian
13.787,0.1335480220720274,5617.0,Jovian
21.633,0.3374952014157945,6100.0,Jovian
18.719,0.5637634036852748,6600.0,Jovian
12.666,0.9116220287855824,5600.0,Terrestrial
11.198,0.4868344525825313,4143.0,Jovian
16.018,0.4340059043802499,5870.0,Jovian
18.159,0.4322940873908514,6480.0,Jovian
11.657,0.6964657787164484,5510.0,Jovian
10.559,0.9306172776289804,5314.0,Jovian
13.899,0.4241753667784627,6112.0,Jovian
15.524,0.2260312129505949,6450.0,Jovian
16.365,0.6949560022498181,6430.0,Jovian
11.657,0.52587664962908,5130.0,Terrestrial
18.271,0.5928696316206035,6430.0,Jovian
11.545,0.4469378813138399,4920.0,Terrestrial
16.376,0.3373942020995706,6280.0,Jovian
17.901,0.4365652724592462,6700.0,Jovian
17.71,0.5966179852383753,6170.0,Jovian
13.787,0.3393858449665337,5830.0,Jovian
13.45,0.5346935682757227,5540.0,Jovian
12.778,0.3165490190693861,5640.0,Jovian
12.823,0.4716789349268435,5473.0,Jovian
11.433,0.7598573823065297,6150.0,Terrestrial
16.7,0.5253113949746459,6250.0,Terrestrial
15.278,0.0080492051400135,5000.0,Jovian
11.561,0.4254390043640447,4251.0,Jovian
12.993,0.2435895997325416,4591.0,Jovian
2.043,0.7782431663215529,4716.0,Terrestrial
12.778,0.5956648364386401,5750.0,Jovian
11.131,0.4176147924927568,5340.0,Jovian
15.805,0.5040002918710768,6429.0,Terrestrial
14.011,0.6154323754851316,6397.0,Jovian
12.78,0.6219813487936726,5430.0,Jovian
23.203,0.5757650612820339,6720.0,Jovian
15.39,0.4569946065118036,6250.0,Jovian
2.06,0.797122593892627,6037.0,Terrestrial
15.468282,0.2787536009528289,7930.0,BrownDwarf
12.217701,1.1613680022349748,3799.0,BrownDwarf
11.993523,1.3242824552976926,6290.0,BrownDwarf
16.477083,0.2304489213782739,7000.0,BrownDwarf
11.881434,0.6334684555795865,6740.0,BrownDwarf
12.666057,0.0791812460476248,6519.0,BrownDwarf
12.666057,0.4623979978989561,3230.0,BrownDwarf
10.536366,0.3424226808222063,5950.0,BrownDwarf
10.536366,0.724275869600789,5755.0,BrownDwarf
9.079209,1.0681858617461617,5289.0,BrownDwarf
9.639654,1.0253058652647702,6290.0,BrownDwarf
9.751743,0.7160033436347992,6238.0,BrownDwarf
15.019926,0.568201724066995,7650.0,BrownDwarf
9.303387,0.6901960800285137,5768.0,BrownDwarf
10.648455,0.3010299956639812,3165.0,BrownDwarf
12.32979,0.7634279935629372,5225.0,BrownDwarf
34.74759,1.9903388547876013,3349.0,BrownDwarf
14.123214,1.4014005407815442,6107.0,BrownDwarf
8.742942,0.6232492903979004,6130.0,BrownDwarf
10.200099,-0.2518119729937995,3471.0,BrownDwarf
9.303387,1.1038037209559568,3750.0,BrownDwarf
8.406675,0.8195439355418687,5705.0,BrownDwarf
10.536366,0.4913616938342727,6340.0,BrownDwarf
12.105612,0.8573324964312685,3621.0,BrownDwarf
12.105612,1.235528446907549,6325.0,BrownDwarf
9.191298,2.22219604630172,5840.0,BrownDwarf
12.441879,0.9395192526186184,9100.0,BrownDwarf
10.648455,0.8750612633917001,6060.0,BrownDwarf
10.08801,0.2787536009528289,3100.0,BrownDwarf
9.639654,1.60959440922522,5602.0,BrownDwarf
11.545167,1.250420002308894,4500.0,BrownDwarf
12.217701,0.3222192947339193,7820.0,BrownDwarf
15.468282,-0.1549019599857432,3359.0,BrownDwarf
9.079209,0.6901960800285137,5990.0,BrownDwarf
11.096811,1.4828735836087537,4973.0,BrownDwarf
15.132015,0.9030899869919436,9800.0,BrownDwarf
10.648455,1.0413926851582251,5690.0,BrownDwarf
